AnimalID,SireID,DamID
PVBPC20G0205136M2,PVBPC19G0106764M,PVBPC19G010144A
PVBPC20G0205136M3,PVBPC19G0106764M,PVBPC19G010144A
PVBPC20G0205136M4,PVBPC19G0106764M,PVBPC19G010144A
PVBPC20G0205136M5,PVBPC19G0106764M,PVBPC19G010144A
PVBPC20G0205157M1,PVBPC19G0107001M,PVBPC19G010427A
PVBPC20G0205157M2,PVBPC19G0107001M,PVBPC19G010427A
PVBPC20G0205157M3,PVBPC19G0107001M,PVBPC19G010427A
PVBPC20G0205175M,PVBPC19G0106140M,PVBPC19G010338A
PVBPC20G0205220M1,PVBPC19G0106828M,PVBPC19G010427A
PVBPC20G0205220M2,PVBPC19G0106828M,PVBPC19G010427A
PVBPC20G020528F,PVHTC19G0106103M,PVHTC19G010897A
PVBPC20G0205295M,PVBPC19G0106451M,PVBPC19G010021A
PVBPC20G0205314M,PVBPC19G0107001M,PVBPC19G010427A
PVBPC20G0205364M,PVBPC19G0106514M,PVBPC19G010728A
PVBPC20G0205374M,PVBPC19G0106803M,PVBPC19G010309A
PVBPC20G0205H01M,PVBPC19G010600BM,0
PVBPC20G0206130M,PVBPC19G0106052M,PVHYC19B007813A
PVBPC20G0206369M,PVHTC19G0106064M,PVHTC19G010874A
PVBPC20G0206501M,PVBPC19G0107011M,PVBPC19G000925A
PVBPC20G020689F,PVBPC19G0106245M,0
PVBPC20G0207005M,PVBPC19G0106716M,PVBPC19G0106606
PVBPC20G020710F,PVBPC19G010600BM,PVBPC19G010664A
PVBPC20G020769F,PVBPC19G0106600M,PVBPC19G010156A
PVBPC20G020771F,PVBPC19G0106451M,PVBPC19G010021A
PVBPC20G020772F,PVBPC19G0107001M,PVBPC19G010427A
PVBPC20G020833P,0,PVBPC19G010T808
PVBPC20G0209002M,0,0
PVBPC20G020C333,PVBPC19G0106374M,PVBPC19G010600A
PVBPC20G020C339,PVBPC19G0106450M,PVBPC19G010283A
PVBPC20G020C383,PVBPC19G0106374M,PVBPC19G010600A
PVBPC20G020C390,PVBPC19G010600AM,PVBPC19G010146A
PVBPC20G020C804,PVBPC19G0106374M,PVBPC19G010712A
PVBPC20G020C805,PVBPC19G0106506M,0
PVBPC20G020C836,PVBPC19G0106697M,PVBPC19G010304A
